Caisse du Mois
---------------------------------------------------------
Ouverture;Fermeture
29/08/2018 à 19:57;30/09/2018 à 23:06;

   Chiffre d'Affaires TTC;11531,00 €   
   Chiffre d'Affaires HT;9773,69 €   
   TVA Collecté;1757,31 €   
   Total Marge HT;9773,12 €   
   Total Marchandises HT;0,00 €   
   Coefficient moyen;0,00   

   Nombre de Tickets/Factures;1228   
   Nombre de produits vendus;1978   
   Ticket moyen TTC;9,39 €   
   Nombre moyen de produits / Ticket;1,6   

   Acomptes;0,00 €   
   Annulations;0,00 €   
   Avoirs;0,00 €   
   Remboursements;0,00 €   
   Remises;0,00 €   
   Versements clients;0,00 €   

Nom TVA;Taux TVA;Nb de Ventes;Montant;CATTC
TVA Vente 20%;20 %;1577;1560,14 €   ;9358,60 €   
TVA Vente 10%;10 %;401;197,17 €   ;2172,40 €   

Nom Règlement;Total Entrées;Total Sorties;Total;Nb Règlements
Espèces;7730,20 €;0,00 €;7730,20 €;887
Carte Bancaire;3800,80 €;0,00 €;3800,80 €;344
;;;;
;;;;

Statistiques Articles
---------------------------------------------------------
Nom Article;Quantité;Total TTC;Marge
Fromages;11,000;121,00;110,00
Gin tonic;1,000;10,50;8,75
Grimbergen;4,000;26,00;21,67
Improvi'bar Alcool;13,000;108,50;90,42
Improvi'bar Soft;9,000;63,00;57,27
Jus Pomme;73,000;292,00;265,46
Keith;5,000;40,00;33,33
Le Spectacle;5,000;31,00;28,18
Leffe;7,000;45,50;37,92
Lever de Rideau;18,000;135,00;112,50
Long Form;8,000;52,00;47,27
Madeleine;5,000;10,00;9,09
Martini;1,000;5,00;4,17
Master;1,000;8,50;7,08
Mini Char;3,000;24,00;21,82
Mini From;3,000;21,00;19,09
Mini Végan;3,000;21,00;19,09
Mixte;39,000;585,00;531,82
Oliphant;1,000;7,50;6,25
Oliphant DEMI;27,000;146,40;122,00
Oliphant HH;7,000;42,50;35,42
Oliphant PINTE;129,000;1032,30;860,25
Patinoire;25,000;187,50;156,25
Petrus;5,000;32,50;27,08
Pietra DEMI;30,000;195,00;162,50
Pietra HH;6,000;48,00;40,00
Pietra PINTE;56,000;548,80;457,34
Pineau des charentes;4,000;24,00;20,00
Pinot Blanc;3,000;18,00;15,00
Pinot Blanc 37,5;1,000;7,50;6,25
Pinot Rosé;1,000;6,00;5,00
Pinte HH;57,000;228,00;190,00
Porto;2,000;8,00;6,67
Porto Melon;1,000;4,00;3,33
Punch;1,000;5,50;4,58
punch alcool;9,000;51,30;42,75
Punch alcool HH;4,000;20,00;18,18
punch sans alcool;2,000;9,40;8,55
Punch sans alcool HH;6,000;24,00;20,00
Rhum Black Magic;2,000;20,00;16,67
Rhum Krakren;1,000;10,00;8,33
Rose delle Venezie Rosé VERRE;3,000;12,00;10,00
Scène;27,000;148,50;135,00
Shots 1;30,000;105,00;87,50
Shots 10;4,000;80,00;66,67
Shots 5;7,000;84,00;70,00
Sirop à l'eau;10,000;15,00;13,64
Sodas;66,000;264,00;240,00
Sodas HH;18,000;54,00;49,09
Sphinx;55,000;248,10;206,75
Sphinx HH;1,000;5,50;4,58
Sphinx PINTE;92,000;662,50;552,08
Sup. Sirop;25,000;12,50;11,36
Telenn Du;1,000;7,00;5,83
Thé;2,000;4,00;3,64
Thème Alcool;5,000;47,00;39,17
Thème Soft;1,000;7,50;6,82
Uburu DEMI;7,000;31,50;26,25
Uburu PINTE;24,000;156,00;130,00
Valençay rouge VERRE;13,000;65,00;54,17
Valpolicella Rouge BOUTEILLE 37,5 cl;3,000;27,00;22,50
Valpolicella Rouge VERRE;49,000;184,50;153,75
Végan;9,000;99,00;90,00
Whisky Akashi;4,000;40,00;33,33
Whisky Amrut;4,000;52,00;43,33
Whisky R.Burns;4,000;40,00;33,33

Statistiques Familles
---------------------------------------------------------
Nom Famille;Qté Articles;Total TTC;Marge
Alcool Fort;19,000;188,50;157,08
Bières bouteille;65,000;471,20;392,67
Bières pression;1087,000;6544,60;5453,82
Boisson chaudes;14,000;28,00;25,45
Cocktails;183,000;1270,20;1086,33
en cas;9,000;22,50;20,45
Planches;75,000;953,00;866,06
Softs;220,000;698,50;635,00
Vins;118,000;523,00;435,83

Statistiques Rayons
---------------------------------------------------------
Nom Rayon;Qté Articles;Total TTC;Marge
Bar;1894,000;10555,50;8887,22
En-cas;84,000;975,50;886,52

Statistiques Caissiers
---------------------------------------------------------
Nom Caissier;Qté Articles;Nb Tickets;Total TTC;Marge
<Aucun>;1978,000;1978;11531,00;9773,74;0,00
